instant,dates,season,years,months,hours,holiday,day_a_week,weathersit,temp,atemp,hum,windspeed,casual,registered,total,days_category,hum_category
1562,2011-03-10,Winter,2011,Mar,12,Not,Thur,Light_Rain,0.42,0.4242,0.0,0.2239,4,30,34,Weekday,Too Dry
1563,2011-03-10,Winter,2011,Mar,13,Not,Thur,Light_Rain,0.42,0.4242,0.0,0.2239,1,11,12,Weekday,Too Dry
1564,2011-03-10,Winter,2011,Mar,14,Not,Thur,Light_Rain,0.44,0.4394,0.0,0.2985,0,12,12,Weekday,Too Dry
1565,2011-03-10,Winter,2011,Mar,15,Not,Thur,Light_Rain,0.44,0.4394,0.0,0.2239,3,11,14,Weekday,Too Dry
1566,2011-03-10,Winter,2011,Mar,16,Not,Thur,Light_Rain,0.42,0.4242,0.0,0.2537,1,20,21,Weekday,Too Dry
1567,2011-03-10,Winter,2011,Mar,17,Not,Thur,Misty,0.44,0.4394,0.0,0.3881,2,109,111,Weekday,Too Dry
1568,2011-03-10,Winter,2011,Mar,18,Not,Thur,Light_Rain,0.44,0.4394,0.0,0.3582,2,80,82,Weekday,Too Dry
1569,2011-03-10,Winter,2011,Mar,19,Not,Thur,Light_Rain,0.44,0.4394,0.0,0.5821,5,51,56,Weekday,Too Dry
1570,2011-03-10,Winter,2011,Mar,20,Not,Thur,Light_Rain,0.36,0.3333,0.0,0.3284,9,29,38,Weekday,Too Dry
1571,2011-03-10,Winter,2011,Mar,21,Not,Thur,Light_Rain,0.36,0.3485,0.0,0.2239,1,27,28,Weekday,Too Dry
1572,2011-03-10,Winter,2011,Mar,22,Not,Thur,Misty,0.34,0.3333,0.0,0.1343,4,30,34,Weekday,Too Dry
1573,2011-03-10,Winter,2011,Mar,23,Not,Thur,Light_Rain,0.34,0.3485,0.0,0.0896,1,26,27,Weekday,Too Dry
1574,2011-03-11,Winter,2011,Mar,0,Not,Fri,Misty,0.34,0.3485,1.0,0.0896,0,6,6,Weekday,Too Moist
1575,2011-03-11,Winter,2011,Mar,1,Not,Fri,Light_Rain,0.34,0.3485,1.0,0.1045,0,8,8,Weekday,Too Moist
1576,2011-03-11,Winter,2011,Mar,2,Not,Fri,Light_Rain,0.34,0.3485,1.0,0.1045,2,3,5,Weekday,Too Moist
1577,2011-03-11,Winter,2011,Mar,3,Not,Fri,Misty,0.32,0.3333,0.93,0.0896,0,2,2,Weekday,Too Moist
1578,2011-03-11,Winter,2011,Mar,5,Not,Fri,Clear,0.3,0.2879,0.81,0.2239,1,6,7,Weekday,Too Moist
1579,2011-03-11,Winter,2011,Mar,6,Not,Fri,Clear,0.26,0.2424,0.81,0.2836,1,31,32,Weekday,Too Moist
1580,2011-03-11,Winter,2011,Mar,7,Not,Fri,Clear,0.26,0.2576,0.7,0.194,10,104,114,Weekday,Too Moist
1581,2011-03-11,Winter,2011,Mar,8,Not,Fri,Clear,0.28,0.2727,0.7,0.2537,15,244,259,Weekday,Too Moist
1582,2011-03-11,Winter,2011,Mar,9,Not,Fri,Misty,0.3,0.2879,0.61,0.2836,13,143,156,Weekday,Ideal
1583,2011-03-11,Winter,2011,Mar,10,Not,Fri,Misty,0.32,0.303,0.57,0.2985,18,60,78,Weekday,Ideal
1584,2011-03-11,Winter,2011,Mar,11,Not,Fri,Misty,0.32,0.303,0.57,0.2985,14,67,81,Weekday,Ideal
1585,2011-03-11,Winter,2011,Mar,12,Not,Fri,Misty,0.34,0.3182,0.53,0.2537,15,96,111,Weekday,Ideal
1586,2011-03-11,Winter,2011,Mar,13,Not,Fri,Clear,0.36,0.3333,0.53,0.2537,15,92,107,Weekday,Ideal
1587,2011-03-11,Winter,2011,Mar,14,Not,Fri,Misty,0.36,0.3333,0.5,0.3582,25,64,89,Weekday,Ideal
1588,2011-03-11,Winter,2011,Mar,15,Not,Fri,Misty,0.34,0.3182,0.53,0.2537,21,64,85,Weekday,Ideal
1589,2011-03-11,Winter,2011,Mar,16,Not,Fri,Misty,0.34,0.303,0.49,0.2985,18,95,113,Weekday,Ideal
1590,2011-03-11,Winter,2011,Mar,17,Not,Fri,Clear,0.34,0.3182,0.49,0.2239,23,200,223,Weekday,Ideal
1591,2011-03-11,Winter,2011,Mar,18,Not,Fri,Clear,0.32,0.303,0.49,0.3284,19,134,153,Weekday,Ideal
1592,2011-03-11,Winter,2011,Mar,19,Not,Fri,Clear,0.3,0.2727,0.56,0.3284,7,111,118,Weekday,Ideal
1593,2011-03-11,Winter,2011,Mar,20,Not,Fri,Clear,0.3,0.303,0.56,0.1642,6,70,76,Weekday,Ideal
1594,2011-03-11,Winter,2011,Mar,21,Not,Fri,Misty,0.3,0.2879,0.52,0.2537,10,43,53,Weekday,Ideal
1595,2011-03-11,Winter,2011,Mar,22,Not,Fri,Clear,0.3,0.303,0.52,0.1642,11,53,64,Weekday,Ideal
1596,2011-03-11,Winter,2011,Mar,23,Not,Fri,Clear,0.3,0.2879,0.52,0.2537,3,34,37,Weekday,Ideal
1597,2011-03-12,Winter,2011,Mar,0,Not,Sat,Clear,0.26,0.2727,0.6,0.1343,4,30,34,Weekend,Ideal
1598,2011-03-12,Winter,2011,Mar,1,Not,Sat,Clear,0.24,0.2273,0.65,0.194,3,15,18,Weekend,Too Moist
1599,2011-03-12,Winter,2011,Mar,2,Not,Sat,Clear,0.24,0.2273,0.65,0.194,0,14,14,Weekend,Too Moist
1600,2011-03-12,Winter,2011,Mar,3,Not,Sat,Clear,0.24,0.2273,0.65,0.2537,1,6,7,Weekend,Too Moist
1601,2011-03-12,Winter,2011,Mar,4,Not,Sat,Clear,0.24,0.2273,0.65,0.2537,0,1,1,Weekend,Too Moist
1602,2011-03-12,Winter,2011,Mar,5,Not,Sat,Clear,0.22,0.2273,0.69,0.194,0,2,2,Weekend,Too Moist
1603,2011-03-12,Winter,2011,Mar,6,Not,Sat,Clear,0.22,0.2121,0.75,0.2537,2,2,4,Weekend,Too Moist
1604,2011-03-12,Winter,2011,Mar,7,Not,Sat,Clear,0.24,0.2273,0.7,0.194,4,19,23,Weekend,Too Moist
1605,2011-03-12,Winter,2011,Mar,8,Not,Sat,Clear,0.26,0.2576,0.65,0.1642,9,44,53,Weekend,Too Moist
1606,2011-03-12,Winter,2011,Mar,9,Not,Sat,Clear,0.28,0.2879,0.65,0.1045,25,76,101,Weekend,Too Moist
1607,2011-03-12,Winter,2011,Mar,10,Not,Sat,Clear,0.32,0.303,0.66,0.2239,21,78,99,Weekend,Too Moist
1608,2011-03-12,Winter,2011,Mar,11,Not,Sat,Clear,0.34,0.303,0.49,0.3284,36,83,119,Weekend,Ideal
1609,2011-03-12,Winter,2011,Mar,12,Not,Sat,Clear,0.34,0.3182,0.53,0.2836,51,107,158,Weekend,Ideal
1610,2011-03-12,Winter,2011,Mar,13,Not,Sat,Clear,0.36,0.3333,0.51,0.3582,62,95,157,Weekend,Ideal
1611,2011-03-12,Winter,2011,Mar,14,Not,Sat,Clear,0.4,0.4091,0.5,0.4478,70,96,166,Weekend,Ideal
1612,2011-03-12,Winter,2011,Mar,15,Not,Sat,Clear,0.42,0.4242,0.44,0.4925,81,101,182,Weekend,Too Dry
1613,2011-03-12,Winter,2011,Mar,16,Not,Sat,Clear,0.46,0.4545,0.41,0.4478,100,144,244,Weekend,Too Dry
1614,2011-03-12,Winter,2011,Mar,17,Not,Sat,Clear,0.46,0.4545,0.44,0.3284,99,114,213,Weekend,Too Dry
1615,2011-03-12,Winter,2011,Mar,18,Not,Sat,Clear,0.42,0.4242,0.54,0.1642,54,91,145,Weekend,Ideal
1616,2011-03-12,Winter,2011,Mar,19,Not,Sat,Clear,0.42,0.4242,0.54,0.0896,26,86,112,Weekend,Ideal
1617,2011-03-12,Winter,2011,Mar,20,Not,Sat,Clear,0.4,0.4091,0.58,0.1045,22,64,86,Weekend,Ideal
1618,2011-03-12,Winter,2011,Mar,21,Not,Sat,Clear,0.38,0.3939,0.62,0.0,36,46,82,Weekend,Ideal
1619,2011-03-12,Winter,2011,Mar,22,Not,Sat,Clear,0.36,0.3788,0.71,0.0,7,56,63,Weekend,Too Moist
1620,2011-03-12,Winter,2011,Mar,23,Not,Sat,Clear,0.38,0.3939,0.66,0.0896,11,38,49,Weekend,Too Moist
1621,2011-03-13,Winter,2011,Mar,0,Not,Sun,Clear,0.38,0.3939,0.62,0.1045,3,35,38,Weekend,Ideal
1622,2011-03-13,Winter,2011,Mar,1,Not,Sun,Clear,0.36,0.3485,0.66,0.1343,10,23,33,Weekend,Too Moist
1623,2011-03-13,Winter,2011,Mar,3,Not,Sun,Clear,0.34,0.3333,0.76,0.1343,6,17,23,Weekend,Too Moist
1624,2011-03-13,Winter,2011,Mar,4,Not,Sun,Clear,0.34,0.3333,0.66,0.1642,4,9,13,Weekend,Too Moist
1625,2011-03-13,Winter,2011,Mar,5,Not,Sun,Clear,0.36,0.3485,0.62,0.1343,0,3,3,Weekend,Ideal
1626,2011-03-13,Winter,2011,Mar,6,Not,Sun,Clear,0.34,0.3636,0.66,0.0,0,2,2,Weekend,Too Moist
1627,2011-03-13,Winter,2011,Mar,7,Not,Sun,Clear,0.36,0.3485,0.62,0.194,2,8,10,Weekend,Ideal
1628,2011-03-13,Winter,2011,Mar,8,Not,Sun,Clear,0.4,0.4091,0.5,0.2985,11,23,34,Weekend,Ideal
1629,2011-03-13,Winter,2011,Mar,9,Not,Sun,Clear,0.4,0.4091,0.5,0.4179,8,36,44,Weekend,Ideal
1630,2011-03-13,Winter,2011,Mar,10,Not,Sun,Clear,0.42,0.4242,0.47,0.2537,36,86,122,Weekend,Ideal
1631,2011-03-13,Winter,2011,Mar,11,Not,Sun,Clear,0.44,0.4394,0.41,0.4179,88,93,181,Weekend,Too Dry
1632,2011-03-13,Winter,2011,Mar,12,Not,Sun,Clear,0.46,0.4545,0.38,0.3881,74,120,194,Weekend,Too Dry
1633,2011-03-13,Winter,2011,Mar,13,Not,Sun,Clear,0.46,0.4545,0.38,0.3881,97,124,221,Weekend,Too Dry
1634,2011-03-13,Winter,2011,Mar,14,Not,Sun,Clear,0.46,0.4545,0.41,0.2985,144,106,250,Weekend,Too Dry
1635,2011-03-13,Winter,2011,Mar,15,Not,Sun,Clear,0.48,0.4697,0.39,0.3284,149,155,304,Weekend,Too Dry
1636,2011-03-13,Winter,2011,Mar,16,Not,Sun,Clear,0.46,0.4545,0.41,0.3881,124,132,256,Weekend,Too Dry
1637,2011-03-13,Winter,2011,Mar,17,Not,Sun,Clear,0.44,0.4394,0.41,0.3582,98,143,241,Weekend,Too Dry
1638,2011-03-13,Winter,2011,Mar,18,Not,Sun,Clear,0.4,0.4091,0.43,0.3582,55,92,147,Weekend,Too Dry
1639,2011-03-13,Winter,2011,Mar,19,Not,Sun,Clear,0.36,0.3333,0.5,0.3582,28,73,101,Weekend,Ideal
1640,2011-03-13,Winter,2011,Mar,20,Not,Sun,Clear,0.32,0.303,0.57,0.2985,23,54,77,Weekend,Ideal
1641,2011-03-13,Winter,2011,Mar,21,Not,Sun,Clear,0.3,0.2879,0.56,0.2537,9,49,58,Weekend,Ideal
1642,2011-03-13,Winter,2011,Mar,22,Not,Sun,Clear,0.3,0.2727,0.56,0.3284,8,29,37,Weekend,Ideal
1643,2011-03-13,Winter,2011,Mar,23,Not,Sun,Clear,0.26,0.2576,0.65,0.2239,5,23,28,Weekend,Too Moist
1644,2011-03-14,Winter,2011,Mar,0,Not,Mon,Clear,0.26,0.2727,0.65,0.1045,4,7,11,Weekday,Too Moist
1645,2011-03-14,Winter,2011,Mar,1,Not,Mon,Clear,0.26,0.2879,0.65,0.0896,0,1,1,Weekday,Too Moist
1646,2011-03-14,Winter,2011,Mar,2,Not,Mon,Clear,0.26,0.2879,0.65,0.0896,0,1,1,Weekday,Too Moist
1647,2011-03-14,Winter,2011,Mar,3,Not,Mon,Clear,0.26,0.2727,0.65,0.1343,0,3,3,Weekday,Too Moist
1648,2011-03-14,Winter,2011,Mar,5,Not,Mon,Clear,0.24,0.2424,0.7,0.1343,0,8,8,Weekday,Too Moist
1649,2011-03-14,Winter,2011,Mar,6,Not,Mon,Clear,0.26,0.2727,0.65,0.1343,1,27,28,Weekday,Too Moist
1650,2011-03-14,Winter,2011,Mar,7,Not,Mon,Misty,0.28,0.3182,0.61,0.0,4,84,88,Weekday,Ideal
1651,2011-03-14,Winter,2011,Mar,8,Not,Mon,Misty,0.3,0.303,0.56,0.1343,24,217,241,Weekday,Ideal
1652,2011-03-14,Winter,2011,Mar,9,Not,Mon,Clear,0.32,0.303,0.53,0.3284,13,127,140,Weekday,Ideal
1653,2011-03-14,Winter,2011,Mar,10,Not,Mon,Clear,0.34,0.3182,0.42,0.2537,27,57,84,Weekday,Too Dry
1654,2011-03-14,Winter,2011,Mar,11,Not,Mon,Clear,0.36,0.3333,0.4,0.2537,26,45,71,Weekday,Too Dry
1655,2011-03-14,Winter,2011,Mar,12,Not,Mon,Clear,0.38,0.3939,0.37,0.0,40,54,94,Weekday,Too Dry
1656,2011-03-14,Winter,2011,Mar,13,Not,Mon,Clear,0.38,0.3939,0.36,0.3284,24,51,75,Weekday,Too Dry
1657,2011-03-14,Winter,2011,Mar,14,Not,Mon,Misty,0.38,0.3939,0.34,0.0,27,52,79,Weekday,Too Dry
1658,2011-03-14,Winter,2011,Mar,15,Not,Mon,Clear,0.38,0.3939,0.37,0.1642,24,77,101,Weekday,Too Dry
1659,2011-03-14,Winter,2011,Mar,16,Not,Mon,Clear,0.4,0.4091,0.35,0.1045,27,80,107,Weekday,Too Dry
1660,2011-03-14,Winter,2011,Mar,17,Not,Mon,Clear,0.38,0.3939,0.4,0.194,42,229,271,Weekday,Too Dry
1661,2011-03-14,Winter,2011,Mar,18,Not,Mon,Clear,0.36,0.3636,0.4,0.1045,25,210,235,Weekday,Too Dry
1662,2011-03-14,Winter,2011,Mar,19,Not,Mon,Clear,0.36,0.3485,0.43,0.1343,17,133,150,Weekday,Too Dry
1663,2011-03-14,Winter,2011,Mar,20,Not,Mon,Clear,0.34,0.3182,0.46,0.2239,23,106,129,Weekday,Ideal
1664,2011-03-14,Winter,2011,Mar,21,Not,Mon,Clear,0.34,0.3333,0.46,0.1343,5,58,63,Weekday,Ideal
1665,2011-03-14,Winter,2011,Mar,22,Not,Mon,Clear,0.32,0.3333,0.49,0.1045,4,43,47,Weekday,Ideal
1666,2011-03-14,Winter,2011,Mar,23,Not,Mon,Clear,0.32,0.3485,0.53,0.0,2,17,19,Weekday,Ideal
1667,2011-03-15,Winter,2011,Mar,0,Not,Tue,Clear,0.32,0.3485,0.53,0.0,7,7,14,Weekday,Ideal
1668,2011-03-15,Winter,2011,Mar,1,Not,Tue,Clear,0.3,0.303,0.62,0.0896,4,6,10,Weekday,Ideal
1669,2011-03-15,Winter,2011,Mar,2,Not,Tue,Clear,0.3,0.303,0.62,0.0896,1,2,3,Weekday,Ideal
1670,2011-03-15,Winter,2011,Mar,4,Not,Tue,Clear,0.24,0.2576,0.75,0.0896,1,1,2,Weekday,Too Moist
1671,2011-03-15,Winter,2011,Mar,5,Not,Tue,Clear,0.24,0.2273,0.75,0.194,0,11,11,Weekday,Too Moist
1672,2011-03-15,Winter,2011,Mar,6,Not,Tue,Clear,0.22,0.2273,0.8,0.194,3,32,35,Weekday,Too Moist
1673,2011-03-15,Winter,2011,Mar,7,Not,Tue,Clear,0.24,0.2424,0.75,0.1642,10,109,119,Weekday,Too Moist
1674,2011-03-15,Winter,2011,Mar,8,Not,Tue,Clear,0.26,0.2879,0.7,0.0896,23,259,282,Weekday,Too Moist
1675,2011-03-15,Winter,2011,Mar,9,Not,Tue,Misty,0.3,0.3333,0.7,0.0,10,147,157,Weekday,Too Moist
1676,2011-03-15,Winter,2011,Mar,10,Not,Tue,Misty,0.32,0.3182,0.66,0.194,22,56,78,Weekday,Too Moist
1677,2011-03-15,Winter,2011,Mar,11,Not,Tue,Misty,0.34,0.3182,0.57,0.2239,27,51,78,Weekday,Ideal
1678,2011-03-15,Winter,2011,Mar,12,Not,Tue,Misty,0.36,0.3485,0.5,0.2239,32,70,102,Weekday,Ideal
1679,2011-03-15,Winter,2011,Mar,13,Not,Tue,Misty,0.36,0.3333,0.57,0.2836,23,74,97,Weekday,Ideal
1680,2011-03-15,Winter,2011,Mar,14,Not,Tue,Misty,0.38,0.3939,0.46,0.2985,14,74,88,Weekday,Ideal
1681,2011-03-15,Winter,2011,Mar,15,Not,Tue,Misty,0.38,0.3939,0.43,0.2836,24,66,90,Weekday,Too Dry
1682,2011-03-15,Winter,2011,Mar,16,Not,Tue,Misty,0.38,0.3939,0.46,0.3284,21,93,114,Weekday,Ideal
1683,2011-03-15,Winter,2011,Mar,17,Not,Tue,Misty,0.36,0.3485,0.62,0.194,22,195,217,Weekday,Ideal
1684,2011-03-15,Winter,2011,Mar,18,Not,Tue,Misty,0.36,0.3333,0.62,0.2985,18,207,225,Weekday,Ideal
1685,2011-03-15,Winter,2011,Mar,19,Not,Tue,Misty,0.34,0.3182,0.71,0.2836,14,138,152,Weekday,Too Moist
1686,2011-03-15,Winter,2011,Mar,20,Not,Tue,Misty,0.34,0.3182,0.71,0.2836,9,79,88,Weekday,Too Moist
1687,2011-03-15,Winter,2011,Mar,21,Not,Tue,Light_Rain,0.32,0.3333,0.81,0.1045,2,53,55,Weekday,Too Moist
1688,2011-03-15,Winter,2011,Mar,22,Not,Tue,Misty,0.32,0.3182,0.87,0.1642,1,20,21,Weekday,Too Moist
1689,2011-03-15,Winter,2011,Mar,23,Not,Tue,Misty,0.32,0.3182,0.87,0.1642,1,17,18,Weekday,Too Moist
1690,2011-03-16,Winter,2011,Mar,0,Not,Wed,Light_Rain,0.3,0.2879,0.93,0.2537,0,8,8,Weekday,Too Moist
1691,2011-03-16,Winter,2011,Mar,1,Not,Wed,Light_Rain,0.3,0.2727,1.0,0.2985,1,2,3,Weekday,Too Moist
1692,2011-03-16,Winter,2011,Mar,3,Not,Wed,Misty,0.28,0.2727,1.0,0.2239,1,2,3,Weekday,Too Moist
1693,2011-03-16,Winter,2011,Mar,4,Not,Wed,Misty,0.3,0.303,0.93,0.1642,0,1,1,Weekday,Too Moist
1694,2011-03-16,Winter,2011,Mar,5,Not,Wed,Misty,0.3,0.3182,0.93,0.1045,0,3,3,Weekday,Too Moist
1695,2011-03-16,Winter,2011,Mar,6,Not,Wed,Misty,0.3,0.3182,0.93,0.1045,1,30,31,Weekday,Too Moist
1696,2011-03-16,Winter,2011,Mar,7,Not,Wed,Misty,0.3,0.2879,0.93,0.194,10,101,111,Weekday,Too Moist
1697,2011-03-16,Winter,2011,Mar,8,Not,Wed,Misty,0.32,0.3182,0.93,0.0,26,227,253,Weekday,Too Moist
1698,2011-03-16,Winter,2011,Mar,9,Not,Wed,Misty,0.32,0.3333,0.93,0.1343,10,144,154,Weekday,Too Moist
1699,2011-03-16,Winter,2011,Mar,10,Not,Wed,Misty,0.36,0.3485,0.81,0.1642,19,49,68,Weekday,Too Moist
1700,2011-03-16,Winter,2011,Mar,11,Not,Wed,Misty,0.36,0.3485,0.81,0.1343,13,62,75,Weekday,Too Moist
1701,2011-03-16,Winter,2011,Mar,12,Not,Wed,Misty,0.4,0.4091,0.71,0.1045,23,65,88,Weekday,Too Moist
1702,2011-03-16,Winter,2011,Mar,13,Not,Wed,Misty,0.4,0.4091,0.76,0.1343,18,81,99,Weekday,Too Moist
1703,2011-03-16,Winter,2011,Mar,14,Not,Wed,Misty,0.4,0.4091,0.76,0.2239,33,67,100,Weekday,Too Moist
1704,2011-03-16,Winter,2011,Mar,15,Not,Wed,Misty,0.4,0.4091,0.76,0.2537,22,79,101,Weekday,Too Moist
1705,2011-03-16,Winter,2011,Mar,16,Not,Wed,Misty,0.4,0.4091,0.76,0.1642,30,121,151,Weekday,Too Moist
1706,2011-03-16,Winter,2011,Mar,17,Not,Wed,Misty,0.44,0.4394,0.54,0.2985,37,216,253,Weekday,Ideal
1707,2011-03-16,Winter,2011,Mar,18,Not,Wed,Misty,0.44,0.4394,0.54,0.2239,26,211,237,Weekday,Ideal
1708,2011-03-16,Winter,2011,Mar,19,Not,Wed,Misty,0.44,0.4394,0.51,0.3284,18,150,168,Weekday,Ideal
1709,2011-03-16,Winter,2011,Mar,20,Not,Wed,Misty,0.42,0.4242,0.54,0.2985,10,111,121,Weekday,Ideal
1710,2011-03-16,Winter,2011,Mar,21,Not,Wed,Misty,0.42,0.4242,0.58,0.2836,3,75,78,Weekday,Ideal
1711,2011-03-16,Winter,2011,Mar,22,Not,Wed,Misty,0.4,0.4091,0.62,0.3881,11,48,59,Weekday,Ideal
1712,2011-03-16,Winter,2011,Mar,23,Not,Wed,Clear,0.4,0.4091,0.65,0.194,9,18,27,Weekday,Too Moist
1713,2011-03-17,Winter,2011,Mar,0,Not,Thur,Clear,0.38,0.3939,0.66,0.2537,4,19,23,Weekday,Too Moist
1714,2011-03-17,Winter,2011,Mar,1,Not,Thur,Clear,0.36,0.3485,0.71,0.2239,1,11,12,Weekday,Too Moist
1715,2011-03-17,Winter,2011,Mar,2,Not,Thur,Clear,0.34,0.303,0.71,0.2985,3,5,8,Weekday,Too Moist
1716,2011-03-17,Winter,2011,Mar,3,Not,Thur,Clear,0.34,0.3333,0.66,0.1642,1,1,2,Weekday,Too Moist
1717,2011-03-17,Winter,2011,Mar,4,Not,Thur,Clear,0.34,0.3333,0.71,0.194,0,3,3,Weekday,Too Moist
1718,2011-03-17,Winter,2011,Mar,5,Not,Thur,Clear,0.32,0.3333,0.76,0.1045,0,13,13,Weekday,Too Moist
1719,2011-03-17,Winter,2011,Mar,6,Not,Thur,Clear,0.32,0.3182,0.76,0.194,4,47,51,Weekday,Too Moist
1720,2011-03-17,Winter,2011,Mar,7,Not,Thur,Clear,0.32,0.3333,0.76,0.1343,12,128,140,Weekday,Too Moist
1721,2011-03-17,Winter,2011,Mar,8,Not,Thur,Clear,0.36,0.3485,0.66,0.1343,17,282,299,Weekday,Too Moist
1722,2011-03-17,Winter,2011,Mar,9,Not,Thur,Clear,0.4,0.4091,0.62,0.2537,23,162,185,Weekday,Ideal
1723,2011-03-17,Winter,2011,Mar,10,Not,Thur,Clear,0.44,0.4394,0.54,0.3284,9,69,78,Weekday,Ideal
1724,2011-03-17,Winter,2011,Mar,11,Not,Thur,Clear,0.44,0.4394,0.54,0.2836,20,66,86,Weekday,Ideal
1725,2011-03-17,Winter,2011,Mar,12,Not,Thur,Clear,0.5,0.4848,0.45,0.2239,24,81,105,Weekday,Ideal
1726,2011-03-17,Winter,2011,Mar,13,Not,Thur,Misty,0.52,0.5,0.42,0.0896,26,85,111,Weekday,Too Dry
1727,2011-03-17,Winter,2011,Mar,14,Not,Thur,Clear,0.5,0.4848,0.45,0.1045,32,87,119,Weekday,Ideal
1728,2011-03-17,Winter,2011,Mar,15,Not,Thur,Clear,0.52,0.5,0.42,0.2537,30,95,125,Weekday,Too Dry
1729,2011-03-17,Winter,2011,Mar,16,Not,Thur,Clear,0.5,0.4848,0.48,0.2836,34,108,142,Weekday,Ideal
1730,2011-03-17,Winter,2011,Mar,17,Not,Thur,Clear,0.5,0.4848,0.42,0.194,48,265,313,Weekday,Too Dry
1731,2011-03-17,Winter,2011,Mar,18,Not,Thur,Misty,0.46,0.4545,0.59,0.1642,50,260,310,Weekday,Ideal
1732,2011-03-17,Winter,2011,Mar,19,Not,Thur,Clear,0.44,0.4394,0.58,0.194,18,189,207,Weekday,Ideal
1733,2011-03-17,Winter,2011,Mar,20,Not,Thur,Clear,0.42,0.4242,0.67,0.2239,25,112,137,Weekday,Too Moist
1734,2011-03-17,Winter,2011,Mar,21,Not,Thur,Clear,0.42,0.4242,0.62,0.2239,19,119,138,Weekday,Ideal
1735,2011-03-17,Winter,2011,Mar,22,Not,Thur,Clear,0.4,0.4091,0.66,0.2239,17,70,87,Weekday,Too Moist
1736,2011-03-17,Winter,2011,Mar,23,Not,Thur,Clear,0.42,0.4242,0.62,0.2836,7,43,50,Weekday,Ideal
1737,2011-03-18,Winter,2011,Mar,0,Not,Fri,Clear,0.42,0.4242,0.58,0.2836,5,24,29,Weekday,Ideal
1738,2011-03-18,Winter,2011,Mar,1,Not,Fri,Clear,0.4,0.4091,0.62,0.2537,4,12,16,Weekday,Ideal
1739,2011-03-18,Winter,2011,Mar,2,Not,Fri,Clear,0.4,0.4091,0.62,0.194,5,9,14,Weekday,Ideal
1740,2011-03-18,Winter,2011,Mar,3,Not,Fri,Clear,0.36,0.3485,0.71,0.194,1,4,5,Weekday,Too Moist
1741,2011-03-18,Winter,2011,Mar,5,Not,Fri,Clear,0.38,0.3939,0.66,0.1642,2,8,10,Weekday,Too Moist
1742,2011-03-18,Winter,2011,Mar,6,Not,Fri,Clear,0.4,0.4091,0.66,0.194,1,35,36,Weekday,Too Moist
1743,2011-03-18,Winter,2011,Mar,7,Not,Fri,Clear,0.4,0.4091,0.66,0.194,11,112,123,Weekday,Too Moist
1744,2011-03-18,Winter,2011,Mar,8,Not,Fri,Clear,0.42,0.4242,0.67,0.2537,24,256,280,Weekday,Too Moist
1745,2011-03-18,Winter,2011,Mar,9,Not,Fri,Clear,0.46,0.4545,0.63,0.2239,18,192,210,Weekday,Ideal
1746,2011-03-18,Winter,2011,Mar,10,Not,Fri,Clear,0.52,0.5,0.53,0.2836,43,74,117,Weekday,Ideal
1747,2011-03-18,Winter,2011,Mar,11,Not,Fri,Clear,0.54,0.5152,0.52,0.2836,55,104,159,Weekday,Ideal
1748,2011-03-18,Winter,2011,Mar,12,Not,Fri,Misty,0.56,0.5303,0.49,0.3582,72,123,195,Weekday,Ideal
1749,2011-03-18,Winter,2011,Mar,13,Not,Fri,Clear,0.64,0.6212,0.41,0.2836,57,118,175,Weekday,Too Dry
1750,2011-03-18,Winter,2011,Mar,14,Not,Fri,Clear,0.66,0.6212,0.39,0.2537,71,103,174,Weekday,Too Dry
1751,2011-03-18,Winter,2011,Mar,15,Not,Fri,Misty,0.68,0.6364,0.39,0.3582,62,111,173,Weekday,Too Dry
1752,2011-03-18,Winter,2011,Mar,16,Not,Fri,Clear,0.68,0.6364,0.39,0.2836,67,137,204,Weekday,Too Dry
1753,2011-03-18,Winter,2011,Mar,17,Not,Fri,Clear,0.7,0.6364,0.37,0.3284,95,237,332,Weekday,Too Dry
1754,2011-03-18,Winter,2011,Mar,18,Not,Fri,Clear,0.68,0.6364,0.39,0.1642,84,247,331,Weekday,Too Dry
1755,2011-03-18,Winter,2011,Mar,19,Not,Fri,Clear,0.66,0.6212,0.44,0.1343,58,132,190,Weekday,Too Dry
1756,2011-03-18,Winter,2011,Mar,20,Not,Fri,Clear,0.62,0.6212,0.46,0.1343,46,103,149,Weekday,Ideal
1757,2011-03-18,Winter,2011,Mar,21,Not,Fri,Clear,0.62,0.6212,0.46,0.1045,22,91,113,Weekday,Ideal
1758,2011-03-18,Winter,2011,Mar,22,Not,Fri,Clear,0.62,0.6212,0.5,0.1642,55,63,118,Weekday,Ideal
1759,2011-03-18,Winter,2011,Mar,23,Not,Fri,Misty,0.6,0.6212,0.53,0.2239,26,60,86,Weekday,Ideal
1760,2011-03-19,Winter,2011,Mar,0,Not,Sat,Misty,0.6,0.6212,0.53,0.2537,26,50,76,Weekend,Ideal
1761,2011-03-19,Winter,2011,Mar,1,Not,Sat,Misty,0.58,0.5455,0.46,0.3582,16,35,51,Weekend,Ideal
1762,2011-03-19,Winter,2011,Mar,2,Not,Sat,Misty,0.56,0.5303,0.43,0.2239,5,20,25,Weekend,Too Dry
1763,2011-03-19,Winter,2011,Mar,3,Not,Sat,Misty,0.54,0.5152,0.39,0.3284,1,7,8,Weekend,Too Dry
1764,2011-03-19,Winter,2011,Mar,4,Not,Sat,Clear,0.52,0.5,0.34,0.4179,1,2,3,Weekend,Too Dry
